"PSEBR_a47,Putative c-di-GMP phosphodiesterase","ELZ14_00260,EAL domain-containing protein","PSBVI21_RS0127950,EAL domain-containing protein","P908_RS02340,EAL domain-containing protein","BK653_19475,cyclic diguanylate phosphodiesterase","BK654_05375,cyclic diguanylate phosphodiesterase","BK655_21485,cyclic diguanylate phosphodiesterase","SAMN04490180_4684,sensor c-di-GMP phosphodiesterase, contains CSS-motif sensor and EAL domain","CD58_00235,diguanylate phosphodiesterase","BK657_13545,cyclic diguanylate phosphodiesterase","A0U95_16025,diguanylate phosphodiesterase","AK973_0162,diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)","LZ4_RS23375,EAL domain-containing protein","AW28_RS20865,EAL domain-containing protein","AD658_RS00655,EAL domain-containing protein","BK656_22780,cyclic diguanylate phosphodiesterase","BK652_17380,cyclic diguanylate phosphodiesterase"
"PSEBR_a49,Putative alginate biosynthesis transcriptional regulatory protein","ELZ14_00270,sigma-54-dependent Fis family transcriptional regulator","PSBVI21_RS0127940,sigma-54-dependent Fis family transcriptional regulator","P908_RS02330,sigma-54-dependent Fis family transcriptional regulator","BK653_19485,sigma-54-dependent Fis family transcriptional regulator","BK654_05365,sigma-54-dependent Fis family transcriptional regulator","BK655_21495,sigma-54-dependent Fis family transcriptional regulator","SAMN04490180_4686,Two-component response regulator AlgB","CD58_00245,chemotaxis protein CheY","BK657_13535,sigma-54-dependent Fis family transcriptional regulator","A0U95_16015,sigma-54-dependent Fis family transcriptional regulator","AK973_0164,alginate biosynthesis transcriptional regulatory protein AlgB","LZ4_RS23385,sigma-54-dependent Fis family transcriptional regulator","AW28_RS20875,sigma-54-dependent Fis family transcriptional regulator","AD658_RS00665,sigma-54-dependent Fis family transcriptional regulator","BK656_22790,sigma-54-dependent Fis family transcriptional regulator","BK652_17370,sigma-54-dependent Fis family transcriptional regulator"
"PSEBR_c2g3,Conserved hypothetical protein","ELZ14_00275,hypothetical protein","PSBVI21_RS0127935,hypothetical protein","P908_RS02325,hypothetical protein","BK653_19490,hypothetical protein","BK654_05360,hypothetical protein","BK655_21500,hypothetical protein","SAMN04490180_4687,hypothetical protein","CD58_00250,hypothetical protein","BK657_13530,hypothetical protein","A0U95_16010,hypothetical protein","AK973_0165,hypothetical protein","LZ4_RS23390,hypothetical protein","AW28_RS20880,hypothetical protein","AD658_RS00670,hypothetical protein","BK656_22795,hypothetical protein","BK652_17365,hypothetical protein"
"PSEBR_a51,Conserved hypothetical protein; putative exported protein","ELZ14_00285,hypothetical protein","PSBVI21_RS0127925,hypothetical protein","P908_RS02315,hypothetical protein","BK653_19500,hypothetical protein","BK654_05350,hypothetical protein","BK655_21510,hypothetical protein","SAMN04490180_4689,Inhibitor of vertebrate lysozyme (Ivy)","CD58_00260,hypothetical protein","BK657_13520,hypothetical protein","A0U95_16005,hypothetical protein","AK973_0167,Inhibitor of vertebrate lysozyme precursor","LZ4_RS23400,hypothetical protein","AW28_RS20890,hypothetical protein","AD658_RS00675,hypothetical protein","BK656_22805,hypothetical protein","BK652_17355,hypothetical protein"
"PSEBR_a52,Proton glutamate symport protein","ELZ14_00290,glutamate/aspartate:proton symporter GltP","PSBVI21_RS0127920,glutamate/aspartate:proton symporter GltP","P908_RS02310,glutamate/aspartate:proton symporter GltP","BK653_19505,glutamate/aspartate:proton symporter GltP","BK654_05345,glutamate/aspartate:proton symporter GltP","BK655_21515,glutamate/aspartate:proton symporter GltP","SAMN04490180_4690,proton glutamate symport protein","CD58_00265,glutamate:protein symporter","BK657_13515,glutamate/aspartate:proton symporter GltP","A0U95_16000,glutamate:protein symporter","AK973_0168,Glutamate-aspartate carrier protein","LZ4_RS23405,glutamate/aspartate:proton symporter GltP","AW28_RS20895,glutamate/aspartate:proton symporter GltP","AD658_RS00680,glutamate/aspartate:proton symporter GltP","BK656_22810,glutamate/aspartate:proton symporter GltP","BK652_17350,glutamate/aspartate:proton symporter GltP"
"PSEBR_a53,Conserved hypothetical protein; putative membrane protein","ELZ14_00295,hypothetical protein","PSBVI21_RS0127915,membrane protein","P908_RS02305,membrane protein","BK653_19510,hypothetical protein","BK654_05340,hypothetical protein","BK655_21520,hypothetical protein","SAMN04490180_4692,Spore maturation protein SpmA","CD58_00270,membrane protein","BK657_13510,hypothetical protein","A0U95_15995,hypothetical protein","AK973_0169,Fused spore maturation proteins A and B","LZ4_RS23410,membrane protein","AW28_RS20900,membrane protein","AD658_RS00685,hypothetical protein","BK656_22815,hypothetical protein","BK652_17345,hypothetical protein"
"PSEBR_a58,Conserved hypothetical protein; putative membrane protein","ELZ14_00320,DUF2914 domain-containing protein","PSBVI21_RS0127890,DUF2914 domain-containing protein","P908_RS02280,DUF2914 domain-containing protein","BK653_19535,hypothetical protein","BK654_05315,hypothetical protein","BK655_21545,hypothetical protein","SAMN04490180_4697,Protein of unknown function","CD58_00295,membrane protein","BK657_13485,hypothetical protein","A0U95_15970,hypothetical protein","AK973_0174,membrane protein, putative","LZ4_RS23435,DUF2914 domain-containing protein","AW28_RS20925,DUF2914 domain-containing protein","AD658_RS00710,DUF2914 domain-containing protein","BK656_22840,hypothetical protein","BK652_17340,hypothetical protein"
"PSEBR_a59,Putative peptidase","ELZ14_00325,insulinase family protein","PSBVI21_RS0127885,insulinase family protein","P908_RS02275,insulinase family protein","BK653_19540,peptidase M16","BK654_05310,peptidase M16","BK655_21550,peptidase M16","SAMN04490180_4698,Predicted Zn-dependent peptidase","CD58_00300,peptidase M16","BK657_13480,peptidase M16","A0U95_15965,peptidase M16","AK973_0175,Metalloprotease, insulinase family","LZ4_RS23440,insulinase family protein","AW28_RS20930,insulinase family protein","AD658_RS00715,insulinase family protein","BK656_22845,peptidase M16","BK652_17335,peptidase M16"
"PSEBR_a60,Putative Na+/phosphate transporter","ELZ14_00330,Na/Pi cotransporter family protein","PSBVI21_RS0127880,Na/Pi cotransporter family protein","P908_RS02270,Na/Pi cotransporter family protein","BK653_19545,hypothetical protein","BK654_05305,hypothetical protein","BK655_21555,hypothetical protein","SAMN04490180_4699,phosphate:Na+ symporter","CD58_00305,membrane protein","BK657_13475,hypothetical protein","A0U95_15960,hypothetical protein","AK973_0176,Sodium-dependent phosphate transporter","LZ4_RS23445,Na/Pi cotransporter family protein","AW28_RS20935,Na/Pi cotransporter family protein","AD658_RS00720,Na/Pi cotransporter family protein","BK656_22850,hypothetical protein","BK652_17330,hypothetical protein"
"PSEBR_a61,Conserved hypothetical protein; putative membrane protein","ELZ14_00335,TerC family protein","PSBVI21_RS0127870,TerC family protein","P908_RS02265,TerC family protein","BK653_19550,hypothetical protein","BK654_05300,hypothetical protein","BK655_21560,hypothetical protein","SAMN04490180_4700,Membrane protein TerC, possibly involved in tellurium resistance","CD58_00310,membrane protein","BK657_13465,hypothetical protein","A0U95_15950,hypothetical protein","AK973_0177,Integral membrane protein TerC","LZ4_RS23450,TerC family protein","AW28_RS20945,TerC family protein","AD658_RS00730,TerC family protein","BK656_22860,hypothetical protein","BK652_17325,hypothetical protein"
"PSEBR_a62,Putative citrate transporter","ELZ14_00340,citrate transporter","PSBVI21_RS0127865,citrate transporter","P908_RS02260,citrate transporter","BK653_19555,citrate transporter","BK654_05295,citrate transporter","BK655_21565,citrate transporter","SAMN04490180_4701,citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family","CD58_00315,citrate transporter","BK657_13460,citrate transporter","A0U95_15945,citrate transporter","AK973_0178,putative transporter, similarity to citrate transporter","LZ4_RS23455,citrate transporter","AW28_RS20950,citrate transporter","AD658_RS00735,citrate transporter","BK656_22865,citrate transporter","BK652_17320,citrate transporter"
"PSEBR_c2g4,Conserved hypothetical protein","ELZ14_00345,4,5-dioxygenase","PSBVI21_RS0127860,4,5-dioxygenase","P908_RS02255,DOPA 4,5-dioxygenase","BK653_19570,4,5-dioxygenase","BK654_05290,4,5-dioxygenase","BK655_21570,4,5-dioxygenase","SAMN04490180_4702,DOPA 4,5-dioxygenase","CD58_00320,4,5-dioxygenase","BK657_13455,4,5-dioxygenase","A0U95_15940,4,5-dioxygenase","AK973_0179,Aromatic ring-cleaving dioxygenase","LZ4_RS23460,4,5-dioxygenase","AW28_RS20955,4,5-dioxygenase","AD658_RS00740,4,5-dioxygenase","BK656_22870,4,5-dioxygenase","BK652_17315,4,5-dioxygenase"
"PSEBR_a63,Conserved hypothetical protein","ELZ14_00350,NADH-flavin reductase","PSBVI21_RS0127855,NADH-flavin reductase","P908_RS02250,NADH-flavin reductase","BK653_19575,NADH-flavin reductase","BK654_05285,NADH-flavin reductase","BK655_21575,NADH-flavin reductase","SAMN04490180_4703,Putative NADH-flavin reductase","CD58_00325,NADH-flavin reductase","BK657_13450,NADH-flavin reductase","A0U95_15935,NADH-flavin reductase","AK973_0180,Putative NADH-flavin reductase","LZ4_RS23465,NADH-flavin reductase","AW28_RS20960,NADH-flavin reductase","AD658_RS00745,NADH-flavin reductase","BK656_22875,NADH-flavin reductase","BK652_17310,NADH-flavin reductase"
"PSEBR_a64,Putative transcription factor, LysR family","ELZ14_00355,LysR family transcriptional regulator","PSBVI21_RS0127850,LysR family transcriptional regulator","P908_RS02245,LysR family transcriptional regulator","BK653_19580,LysR family transcriptional regulator","BK654_05280,LysR family transcriptional regulator","BK655_21580,LysR family transcriptional regulator","SAMN04490180_4704,putative choline sulfate-utilization transcription factor","CD58_00330,LysR family transcriptional regulator","BK657_13445,LysR family transcriptional regulator","A0U95_15930,LysR family transcriptional regulator","AK973_0181,Transcriptional regulator, LysR family","LZ4_RS23470,LysR family transcriptional regulator","AW28_RS20965,LysR family transcriptional regulator","AD658_RS00750,LysR family transcriptional regulator","BK656_22880,LysR family transcriptional regulator","BK652_17305,LysR family transcriptional regulator"
"PSEBR_a65,Putative choline-sulfatase","ELZ14_00360,choline-sulfatase","PSBVI21_RS0127845,choline-sulfatase","P908_RS02240,choline-sulfatase","BK653_19585,choline-sulfatase","BK654_05275,choline-sulfatase","BK655_21585,choline-sulfatase","SAMN04490180_4705,choline-sulfatase","CD58_00335,choline-sulfatase","BK657_13440,choline-sulfatase","A0U95_15925,choline-sulfatase","AK973_0182,Choline-sulfatase","LZ4_RS23475,choline-sulfatase","AW28_RS20970,choline-sulfatase","AD658_RS00755,choline-sulfatase","BK656_22885,choline-sulfatase","BK652_17300,choline-sulfatase"
"PSEBR_a66,Putative ABC transporter, periplasmic component","ELZ14_00365,choline ABC transporter substrate-binding protein","PSBVI21_RS0127840,choline ABC transporter substrate-binding protein","P908_RS02235,choline ABC transporter substrate-binding protein","BK653_19590,glycine/betaine ABC transporter substrate-binding protein","BK654_05270,glycine/betaine ABC transporter substrate-binding protein","BK655_21590,glycine/betaine ABC transporter substrate-binding protein","SAMN04490180_4706,glycine betaine/proline transport system substrate-binding protein","CD58_00340,glycine/betaine ABC transporter substrate-binding protein","BK657_13435,glycine/betaine ABC transporter substrate-binding protein","A0U95_15920,glycine/betaine ABC transporter substrate-binding protein","AK973_0183,L-proline glycine betaine binding ABC transporter protein ProX","LZ4_RS23480,choline ABC transporter substrate-binding protein","AW28_RS20975,choline ABC transporter substrate-binding protein","AD658_RS00760,choline ABC transporter substrate-binding protein","BK656_22890,glycine/betaine ABC transporter substrate-binding protein","BK652_17295,glycine/betaine ABC transporter substrate-binding protein"
"PSEBR_a67,Putative ABC transporter, permease component","ELZ14_00375,SulP family inorganic anion transporter","PSBVI21_RS0127835,SulP family inorganic anion transporter","P908_RS02230,SulP family inorganic anion transporter","BK653_19595,sodium-independent anion transporter","BK654_05265,sodium-independent anion transporter","BK655_21595,sodium-independent anion transporter","SAMN04490180_4707,sulfate permease, SulP family","CD58_00345,SulP family inorganic anion transporter","BK657_13430,sodium-independent anion transporter","A0U95_15915,SulP family inorganic anion transporter","AK973_0184,Sulfate permease","LZ4_RS23485,SulP family inorganic anion transporter","AW28_RS20980,SulP family inorganic anion transporter","AD658_RS00765,SulP family inorganic anion transporter","BK656_22895,sodium-independent anion transporter","BK652_17290,sodium-independent anion transporter"
"PSEBR_a68,Shikimate dehydrogenase","ELZ14_00380,shikimate dehydrogenase","PSBVI21_RS0127830,shikimate dehydrogenase","P908_RS02225,shikimate dehydrogenase","BK653_19600,shikimate dehydrogenase","BK654_05260,shikimate dehydrogenase","BK655_21600,shikimate dehydrogenase","SAMN04490180_4709,shikimate dehydrogenase","CD58_00350,shikimate dehydrogenase","BK657_13425,shikimate dehydrogenase","A0U95_15910,shikimate dehydrogenase","AK973_0185,Shikimate 5-dehydrogenase I alpha","LZ4_RS23490,shikimate dehydrogenase","AW28_RS20985,shikimate dehydrogenase","AD658_RS00770,shikimate dehydrogenase","BK656_22900,shikimate dehydrogenase","BK652_17285,shikimate dehydrogenase"
"PSEBR_a69,Coproporphyrinogen oxidase","ELZ14_00385,oxygen-dependent coproporphyrinogen oxidase","PSBVI21_RS0127825,oxygen-dependent coproporphyrinogen oxidase","P908_RS02220,oxygen-dependent coproporphyrinogen oxidase","BK653_19605,coproporphyrinogen III oxidase","BK654_05255,coproporphyrinogen III oxidase","BK655_21605,coproporphyrinogen III oxidase","SAMN04490180_4710,coproporphyrinogen oxidase","CD58_00355,coproporphyrinogen III oxidase","BK657_13420,coproporphyrinogen III oxidase","A0U95_15905,coproporphyrinogen III oxidase","AK973_0186,Coproporphyrinogen III oxidase, aerobic","LZ4_RS23495,oxygen-dependent coproporphyrinogen oxidase","AW28_RS20990,oxygen-dependent coproporphyrinogen oxidase","AD658_RS00775,oxygen-dependent coproporphyrinogen oxidase","BK656_22905,coproporphyrinogen III oxidase","BK652_17280,coproporphyrinogen III oxidase"
"PSEBR_a70,NADPH:quinone reductase","ELZ14_00390,NADPH:quinone reductase","PSBVI21_RS0127820,NADPH:quinone reductase","P908_RS02215,NADPH:quinone reductase","BK653_19610,quinone oxidoreductase","BK654_05250,quinone oxidoreductase","BK655_21610,quinone oxidoreductase","SAMN04490180_4711,NADPH2:quinone reductase","CD58_00360,quinone oxidoreductase","BK657_13415,quinone oxidoreductase","A0U95_15900,quinone oxidoreductase","AK973_0187,Quinone oxidoreductase","LZ4_RS23500,NADPH:quinone reductase","AW28_RS20995,NADPH:quinone reductase","AD658_RS00780,NADPH:quinone reductase","BK656_22910,quinone oxidoreductase","BK652_17275,quinone oxidoreductase"
"PSEBR_a71,Conserved hypothetical protein","ELZ14_00395,threonylcarbamoyl-AMP synthase","PSBVI21_RS0127815,threonylcarbamoyl-AMP synthase","P908_RS02210,threonylcarbamoyl-AMP synthase","BK653_19615,threonylcarbamoyl-AMP synthase","BK654_05245,threonylcarbamoyl-AMP synthase","BK655_21615,threonylcarbamoyl-AMP synthase","SAMN04490180_4712,translation factor SUA5","CD58_00370,tRNA threonylcarbamoyladenosine biosynthesis protein RimN","BK657_13410,threonylcarbamoyl-AMP synthase","A0U95_15895,tRNA threonylcarbamoyladenosine biosynthesis protein RimN","AK973_0188,TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA","LZ4_RS23505,threonylcarbamoyl-AMP synthase","AW28_RS21000,threonylcarbamoyl-AMP synthase","AD658_RS00785,threonylcarbamoyl-AMP synthase","BK656_22915,threonylcarbamoyl-AMP synthase","BK652_17270,threonylcarbamoyl-AMP synthase"
"PSEBR_a72,Conserved hypothetical protein","ELZ14_00400,DNA-protecting protein DprA","PSBVI21_RS0127810,DNA-protecting protein DprA","P908_RS02205,DNA-protecting protein DprA","BK653_19620,DNA protecting protein DprA","BK654_05240,DNA protecting protein DprA","BK655_21620,DNA protecting protein DprA","SAMN04490180_4713,DNA protecting protein DprA","CD58_00375,DNA processing protein DprA","BK657_13405,DNA protecting protein DprA","A0U95_15890,DNA processing protein DprA","AK973_0189,Rossmann fold nucleotide-binding protein Smf","LZ4_RS23510,DNA-protecting protein DprA","AW28_RS21005,DNA-protecting protein DprA","AD658_RS00790,DNA-protecting protein DprA","BK656_22920,DNA protecting protein DprA","BK652_17265,DNA protecting protein DprA"
"PSEBR_a73,Conserved hypothetical protein; putative exported protein","ELZ14_00405,LysM domain-containing protein","PSBVI21_RS0127805,LysM domain-containing protein","P908_RS02200,LysM domain-containing protein","BK653_19625,peptidoglycan-binding protein","BK654_05235,peptidoglycan-binding protein","BK655_21625,peptidoglycan-binding protein","SAMN04490180_4714,LysM domain-containing protein","CD58_00380,peptidoglycan-binding protein","BK657_13400,peptidoglycan-binding protein","A0U95_15885,peptidoglycan-binding protein","AK973_0190,Uncharacterized protein with LysM domain","LZ4_RS23515,LysM domain-containing protein","AW28_RS21010,LysM domain-containing protein","AD658_RS00795,LysM domain-containing protein","BK656_22925,peptidoglycan-binding protein","BK652_17260,peptidoglycan-binding protein"
